Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
26/06/2026;0,0852;JRS CAP PROPRIO;31/05/2027							  ;1;TFCO4
30/04/2026;0,0101;DIVIDENDO;29/05/2026							  ;1;TFCO4
27/03/2026;0,0845;JRS CAP PROPRIO;31/05/2027							  ;1;TFCO4
23/12/2025;0,0695;JRS CAP PROPRIO;29/05/2026							  ;1;TFCO4
25/09/2025;0,0694;JRS CAP PROPRIO;29/05/2026							  ;1;TFCO4
25/06/2025;0,0647;JRS CAP PROPRIO;29/05/2026							  ;1;TFCO4
30/04/2025;0,0276;DIVIDENDO;30/05/2025							  ;1;TFCO4
26/03/2025;0,0546;JRS CAP PROPRIO;29/05/2026							  ;1;TFCO4
23/12/2024;0,0465;JRS CAP PROPRIO;30/05/2025							  ;1;TFCO4
26/09/2024;0,0442;JRS CAP PROPRIO;30/05/2025							  ;1;TFCO4
27/06/2024;0,0439;JRS CAP PROPRIO;30/05/2025							  ;1;TFCO4
02/05/2024;0,0463;DIVIDENDO;31/05/2024							  ;1;TFCO4
27/03/2024;0,0401;JRS CAP PROPRIO;30/05/2025							  ;1;TFCO4
27/12/2023;0,0323;JRS CAP PROPRIO;30/04/2024							  ;1;TFCO4
25/09/2023;0,0376;JRS CAP PROPRIO;30/04/2024							  ;1;TFCO4
27/06/2023;0,0352;JRS CAP PROPRIO;30/04/2024							  ;1;TFCO4
27/04/2023;0,0347;DIVIDENDO;10/05/2023							  ;1;TFCO4
31/03/2023;0,0359;JRS CAP PROPRIO;30/04/2024							  ;1;TFCO4
27/12/2022;0,0620;JRS CAP PROPRIO;28/04/2023							  ;1;TFCO4
05/10/2022;0,0553;JRS CAP PROPRIO;28/04/2023							  ;1;TFCO4
27/04/2022;0,0631;DIVIDENDO;31/05/2022							  ;1;TFCO4
21/12/2021;0,0089;JRS CAP PROPRIO;30/12/2021							  ;1;TFCO4
17/11/2021;0,0519;JRS CAP PROPRIO;30/11/2021							  ;1;TFCO4
30/04/2021;0,0391;DIVIDENDO;31/05/2021							  ;1;TFCO4
;;;;;TFCO4
2026;0,180;;;;TFCO4
2025;0,286;;;;TFCO4
2024;0,221;;;;TFCO4
2023;0,176;;;;TFCO4
2022;0,180;;;;TFCO4
2021;0,100;;;;TFCO4
