Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
19/11/2025;0,0496;JRS CAP PROPRIO;30/12/2025							  ;1;GMAT3
25/09/2025;0,0726;JRS CAP PROPRIO;30/12/2025							  ;1;GMAT3
26/06/2025;0,0670;JRS CAP PROPRIO;30/12/2025							  ;1;GMAT3
26/03/2025;0,0601;JRS CAP PROPRIO;30/12/2025							  ;1;GMAT3
11/11/2024;0,0436;JRS CAP PROPRIO;20/12/2024							  ;1;GMAT3
26/09/2024;0,0454;JRS CAP PROPRIO;20/12/2024							  ;1;GMAT3
14/06/2024;0,0611;JRS CAP PROPRIO;20/12/2024							  ;1;GMAT3
28/03/2024;0,0436;JRS CAP PROPRIO;20/12/2024							  ;1;GMAT3
;;;;;GMAT3
2025;0,249;;;;GMAT3
2024;0,194;;;;GMAT3
