;Acao;Data;Hora;Descrição;Link
0;EQTL3;10/02/2026;20:13;Comunicado ao Mercado Referente à Divulgação do Relatório de Classificação de Risco (Rating) da 6ª (Sexta) Emissão de Debêntures da Equatorial Piauí;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1476144&descTipo=IPE&CodigoInstituicao=1
1;EQTL3;06/02/2026;22:10;Release Operacional - 4T2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1474655&descTipo=IPE&CodigoInstituicao=1
2;EQTL3;06/01/2026;18:43;Exercício de Opção de Compra;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1464329&descTipo=IPE&CodigoInstituicao=1
3;EQTL3;05/01/2026;18:42;Alteração do valor do JCP por ação divulgado em 22/12/2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1463719&descTipo=IPE&CodigoInstituicao=1
4;EQTL3;22/12/2025;20:07;aumento do capital social da Companhia, mediante a capitalização do saldo da ?Reserva para Investimento e Expansão? e da ?Reserva Legal?, sem a emissão de ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1460623&descTipo=IPE&CodigoInstituicao=1
5;EQTL3;22/12/2025;20:07;aumento do capital social da Companhia, dentro do limite do capital autorizado;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1460624&descTipo=IPE&CodigoInstituicao=1
6;EQTL3;01/12/2025;09:41;Aumento de Capital por Exercício do Plano de Opções;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1451193&descTipo=IPE&CodigoInstituicao=1
7;EQTL3;26/11/2025;09:36;RTA Equatorial Piauí;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1449779&descTipo=IPE&CodigoInstituicao=1
8;EQTL3;12/11/2025;20:00;Exercício da opção de compra das ações preferenciais da Equatorial Distribuição;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444331&descTipo=IPE&CodigoInstituicao=1
9;EQTL3;12/11/2025;20:00;Programa de Recompra de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444332&descTipo=IPE&CodigoInstituicao=1
10;EQTL3;05/11/2025;18:14;Atingimento DEC Contratual CEEE-D;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1440240&descTipo=IPE&CodigoInstituicao=1
11;EQTL3;31/10/2025;19:42;Distribuição de juros sobre capital próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1438407&descTipo=IPE&CodigoInstituicao=1
12;EQTL3;31/10/2025;19:09;Alienação de Ativos de Transmissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1438389&descTipo=IPE&CodigoInstituicao=1
13;EQTL3;27/10/2025;18:10;Release Operacional 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1436144&descTipo=IPE&CodigoInstituicao=1
14;EQTL3;22/10/2025;20:54;Reajuste Tarifário - Equatorial Goias;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1434905&descTipo=IPE&CodigoInstituicao=1
15;EQTL3;02/09/2025;18:10;Aumento de Capital em virtude de exercício de parte das opções outorgadas no âmbito do Quinto Plano de Opções da Companhia.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1419316&descTipo=IPE&CodigoInstituicao=1
16;EQTL3;29/08/2025;21:46;RTP Maranhão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1418701&descTipo=IPE&CodigoInstituicao=1
17;EQTL3;07/08/2025;19:01;RTA Equatorial Pará;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1409948&descTipo=IPE&CodigoInstituicao=1
18;EQTL3;05/08/2025;19:21;Reajuste Tarifário Anual - CSA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1408318&descTipo=IPE&CodigoInstituicao=1
19;EQTL3;30/07/2025;21:49;Release Operacional 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1405745&descTipo=IPE&CodigoInstituicao=1
20;EQTL3;30/07/2025;21:49;Release Operacional 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1405747&descTipo=IPE&CodigoInstituicao=1
21;EQTL3;09/06/2025;17:51;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1388540&descTipo=IPE&CodigoInstituicao=1
22;EQTL3;20/05/2025;17:09;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1380921&descTipo=IPE&CodigoInstituicao=1
23;EQTL3;30/04/2025;19:56;Release Operacional 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1370055&descTipo=IPE&CodigoInstituicao=1
24;EQTL3;30/04/2025;17:22;Alterações nos jornais para publicações legais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1368965&descTipo=IPE&CodigoInstituicao=1
25;EQTL3;30/04/2025;17:11;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1368906&descTipo=IPE&CodigoInstituicao=1
26;EQTL3;29/04/2025;17:32;Comunicado ao Mercado - RTA Alagoas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1367325&descTipo=IPE&CodigoInstituicao=1
27;EQTL3;04/04/2025;23:21;Alienação dos Ativos de Transmissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1358179&descTipo=IPE&CodigoInstituicao=1
28;EQTL3;28/03/2025;17:11;Comunicado ao Mercado - Renovação Concessões MA e PA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1353454&descTipo=IPE&CodigoInstituicao=1
