;Acao;Data;Hora;Descrição;Link
0;BGIP4;16/01/2026;18:31;Juros sobre Capital Próprio 1º Trimestre de 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1468059&descTipo=IPE&CodigoInstituicao=1
1;BGIP4;14/11/2025;18:23;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1445716&descTipo=IPE&CodigoInstituicao=1
2;BGIP4;14/11/2025;18:12;Pagamento de Juros Sobre Capital Próprio ? JSCP relativo ao 3º trimestre de 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1445692&descTipo=IPE&CodigoInstituicao=1
3;BGIP4;18/09/2025;19:10;Assinatura de contrato de comercialização e distribuição de produtos de seguros;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1424840&descTipo=IPE&CodigoInstituicao=1
4;BGIP4;13/08/2025;17:06;Alteração da Data de Divulgação dos Resultados 2T2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1412611&descTipo=IPE&CodigoInstituicao=1
5;BGIP4;22/07/2025;18:01;Alteração de Assessor Financeiro;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1402970&descTipo=IPE&CodigoInstituicao=1
6;BGIP4;12/06/2025;17:43;Alteração da Data de Divulgação dos Resultados 1T2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1390180&descTipo=IPE&CodigoInstituicao=1
7;BGIP4;29/05/2025;18:13;Homologação de Aumento de Capital Social pelo BACEN;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1384630&descTipo=IPE&CodigoInstituicao=1
8;BGIP4;23/05/2025;17:56;Eleição de Membro do Comitê de Auditoria Estatutário;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1382520&descTipo=IPE&CodigoInstituicao=1
9;BGIP4;14/05/2025;20:54;Alteração da Data de Divulgação dos Resultados 1T2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1378376&descTipo=IPE&CodigoInstituicao=1
