Acao;Data;Hora;Descrição;Link
OSXB3;10/07/2026;18:57;Assembleia Geral de Credores - 10/07/2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1544120&descTipo=IPE&CodigoInstituicao=1
OSXB3;10/07/2026;18:57;Assembleia Geral de Credores - 10/07/2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1544122&descTipo=IPE&CodigoInstituicao=1
OSXB3;26/06/2026;19:05;Fato Relevante - AGC;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539080&descTipo=IPE&CodigoInstituicao=1
OSXB3;29/05/2026;18:26;AGC;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528678&descTipo=IPE&CodigoInstituicao=1
OSXB3;22/05/2026;18:41;Assembleia Geral de Credores 22_05_2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1526354&descTipo=IPE&CodigoInstituicao=1
OSXB3;17/04/2026;11:30;Proposta da Administração ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1506055&descTipo=IPE&CodigoInstituicao=1
OSXB3;15/04/2026;18:37; Petição pelo AJ Informando a alteração da data para realização da AGC.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1505314&descTipo=IPE&CodigoInstituicao=1
OSXB3;07/04/2026;19:24; Ato Ordinatório - AGC;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1502177&descTipo=IPE&CodigoInstituicao=1
OSXB3;26/03/2026;18:17;Alteração Calendário;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1495824&descTipo=IPE&CodigoInstituicao=1
OSXB3;20/03/2026;18:55;Petição pelo AJ Informando a alteração da data para realização da AGC.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1493268&descTipo=IPE&CodigoInstituicao=1
OSXB3;17/03/2026;18:30;Convocação da AGC;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1491374&descTipo=IPE&CodigoInstituicao=1
