Acao;Data;Hora;Descrição;Link
VALE3;27/07/2026;09:53;Vale informa sobre renúncia do vice-presidente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1548095&descTipo=IPE&CodigoInstituicao=1
VALE3;22/07/2026;22:16;Vale informa deliberação de convocação de AGE para destituição de membro do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547168&descTipo=IPE&CodigoInstituicao=1
VALE3;21/07/2026;23:54;Esclarecimento de notícias de imprensa;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546742&descTipo=IPE&CodigoInstituicao=1
VALE3;21/07/2026;21:09;Relatório de produção e vendas da Vale no 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546733&descTipo=IPE&CodigoInstituicao=1
VALE3;21/07/2026;18:46;Relatório de produção e vendas da Vale no 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546699&descTipo=IPE&CodigoInstituicao=1
VALE3;14/07/2026;18:06;Vale informa sobre eleição do Presidente do Conselho de  Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1544763&descTipo=IPE&CodigoInstituicao=1
VALE3;14/07/2026;09:29;Esclarecimento de notícias de imprensa;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1544576&descTipo=IPE&CodigoInstituicao=1
VALE3;06/07/2026;19:04;Vale informa sobre renúncia do presidente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1542192&descTipo=IPE&CodigoInstituicao=1
VALE3;02/07/2026;19:33;Datas de divulgação do desempenho no 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1541447&descTipo=IPE&CodigoInstituicao=1
VALE3;29/06/2026;09:25;Política de Água e Recursos Hídricos.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539190&descTipo=IPE&CodigoInstituicao=1
VALE3;29/06/2026;09:25;Política Administrativa de Conformidade Fiscal;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539201&descTipo=IPE&CodigoInstituicao=1
VALE3;29/06/2026;09:03;Política Corporativa de Gestão de Empresas e Entidades do Grupo Vale;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539177&descTipo=IPE&CodigoInstituicao=1
VALE3;24/06/2026;19:03;Esclarecimento de notícias de imprensa;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1538107&descTipo=IPE&CodigoInstituicao=1
VALE3;15/06/2026;08:27;Vale divulga seu Relatório de Informações Financeiras Relacionadas à Sustentabilidade;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1534375&descTipo=IPE&CodigoInstituicao=1
VALE3;11/06/2026;19:36;Vale informa sobre correspondência recebida da sua acionista Previ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1533887&descTipo=IPE&CodigoInstituicao=1
VALE3;09/06/2026;11:28;Modificação de Projeções Divulgadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1532207&descTipo=IPE&CodigoInstituicao=1
VALE3;09/06/2026;09:38;Modificação de Projeções Divulgadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1532150&descTipo=IPE&CodigoInstituicao=1
VALE3;29/05/2026;19:10;Código de Conduta;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528877&descTipo=IPE&CodigoInstituicao=1
VALE3;12/05/2026;09:10;Modificação de Projeções Divulgadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1520311&descTipo=IPE&CodigoInstituicao=1
VALE3;30/04/2026;17:24;Vale esclarece sobre notícias de imprensa;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1513231&descTipo=IPE&CodigoInstituicao=1
VALE3;22/04/2026;08:39;Atualização sobre negociações de contratos de concessão ferroviária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1506995&descTipo=IPE&CodigoInstituicao=1
